country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Bangladesh,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1984-11-06,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Barbados,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1980-10-16,1980-07-24,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Belarus,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-02-04,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Belgium,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1985-07-10,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Belize,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1990-05-16,1990-03-07,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Benin,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1992-03-12,1981-11-11,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Bhutan,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-08-31,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Bolivia (Plurinational State of),cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1990-06-08,1980-05-30,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Bosnia and Herzegovina,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Succession,1993-09-01,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Botswana,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1996-08-13,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Brazil,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1984-02-01,1981-03-31,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Brunei Darussalam,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,2006-05-24,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Bulgaria,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1982-02-08,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Burkina Faso,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1987-10-14,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Burundi,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1992-01-08,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Cabo Verde,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1980-12-05,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Cambodia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1992-10-15,1980-10-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Cameroon,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1994-08-23,1983-06-06,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Canada,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-12-10,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Central African Republic,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1991-06-21,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Chad,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1995-06-09,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Chile,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1989-12-07,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
China,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1980-11-04,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Colombia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1982-01-19,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Comoros,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1994-10-31,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Congo,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1982-07-26,1980-07-29,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Cook Islands,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,2006-08-11,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Costa Rica,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1986-04-04,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Côte d'Ivoire,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1995-12-18,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Croatia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Succession,1992-09-09,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Cuba,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1980-07-17,1980-03-06,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Cyprus,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1985-07-23,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Czech Republic,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Succession,1993-02-22,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Democratic People's Republic of Korea,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,2001-02-27,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Democratic Republic of the Congo,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1986-10-17,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Denmark,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1983-04-21,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Djibouti,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1998-12-02,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Dominica,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1980-09-15,1980-09-15,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Dominican Republic,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1982-09-02,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Ecuador,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-11-09,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Egypt,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-09-18,1980-07-16,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
El Salvador,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-08-19,1980-11-14,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Equatorial Guinea,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1984-10-23,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Eritrea,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1995-09-05,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Estonia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1991-10-21,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Eswatini,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,2004-03-26,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Ethiopia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1981-09-10,1980-07-08,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Fiji,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1995-08-28,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Finland,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1986-09-04,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
France,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1983-12-14,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Gabon,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1983-01-21,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Gambia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1993-04-16,1980-07-29,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Georgia,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Accession,1994-10-26,,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
Germany,cedaw,Convention on the Elimination of All Forms of Discrimination Against Women,Ratification,1985-07-10,1980-07-17,1979,IV-8,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-8&chapter=4&clang=_en
